timestamp,flareLon,solexs,hel1os,flux10,flux100
1781142061,58,53.393,4.008,0.0372,0.003563
1781142481,-14,47.38,4.246,0.0159,0.001599
1781142541,10,46.512,3.395,0.0182,0.001635
1781142721,15,44.28,3.485,0.0285,0.002424
1781143081,64,39.8,3.082,0.0158,0.001497
1781143381,-18,36.408,3.331,0.01,0.001
1781143561,45,35.263,3.038,0.0166,0.001287
1781143681,17,34.068,2.562,0.0151,0.001309
1781143921,-28,32.102,2.373,0.013,0.001058
1781144281,46,30.602,2.59,0.0121,0.001
1781144641,72,28.733,2.723,0.018,0.001804
1781144761,44,27.272,2.071,0.0114,0.001
1781144881,65,26.063,1.917,0.0124,0.001009
1781145001,-6,24.765,2.184,0.01,0.001209
1781146321,30,16.632,1.365,0.01,0.001
1781146681,2,15.123,1.457,0.0114,0.001352
1781146801,75,14.707,1.195,0.01,0.001
1781146921,23,14.44,1.257,0.0125,0.001305
1781147101,23,13.737,1.245,0.01,0.001
1781147401,-22,12.823,1.0,0.0123,0.001399
1781147581,-43,12.383,1.0,0.01,0.001
1781147821,42,12.132,1.0,0.0105,0.001077
1781148121,65,11.655,1.0,0.0124,0.001177
1781148361,8,11.233,1.08,0.01,0.001057
1781148481,-24,10.97,1.051,0.01,0.001132
1781148901,17,10.42,1.0,0.01,0.001
1781149021,-35,10.613,5.801,0.0218,0.008967
1781149141,43,10.597,5.84,0.0696,0.022903
1781149201,-53,10.592,5.481,0.0114,0.00366
1781149681,48,11.152,13.168,3.6822,1.278543
1781149981,27,11.273,1.062,0.0116,0.001097
1781150281,-19,10.28,1.057,0.0141,0.001414
1781150581,-42,9.335,1.0,0.011,0.001
1781150761,72,9.102,1.0,0.0127,0.001056
1781150821,-25,9.038,1.0,0.01,0.001
1781151001,70,8.708,1.0,0.0137,0.001704
1781151301,-32,8.712,3.146,0.01,0.002534
1781151541,-23,8.505,1.0,0.01,0.001169
1781151721,34,8.528,1.0,0.0106,0.001222
1781151961,24,8.23,2.627,0.0113,0.001658
1781152021,62,8.223,3.296,0.02,0.003533
1781152141,16,8.73,20.207,5828.9285,2287.341045
1781152381,19,10.082,47.337,55123476762.2261,21056728970.779884
1781152681,10,11.077,1.117,0.01,0.001311
1781152981,39,10.128,1.0,0.01,0.001
1781153401,52,9.55,2.609,0.0121,0.002019
1781154541,-49,7.523,1.0,0.0128,0.001725
1781154781,-36,7.297,1.0,0.01,0.001177
1781155201,-55,7.357,1.0,0.01,0.001378
1781155261,-30,7.175,1.0,0.0124,0.001008
1781155681,17,6.355,1.0,0.013,0.001833
1781155801,9,6.228,2.982,0.0167,0.004067
1781155981,33,6.202,1.0,0.01,0.001409
1781156821,-24,6.643,11.622,47.9716,16.473479
1781157181,-36,6.893,1.0,0.01,0.001138
1781157781,-43,6.073,1.0,0.01,0.001377
1781158021,21,5.687,1.0,0.0106,0.001358
1781158261,-43,5.523,1.0,0.0116,0.001587
1781158861,-34,6.862,1.0,0.01,0.001194
1781159101,22,6.477,1.0,0.0123,0.001691
1781159701,64,7.785,87.444,2.533711012749921e+29,1.1604728173753457e+29
1781159821,68,11.407,207.161,2.766512212712907e+49,1.2289856230848751e+49
1781159941,39,14.847,171.731,4.935579844955066e+30,1.7969935407178898e+30
1781160181,3,20.07,11.149,0.1207,0.03397
1781160841,13,10.278,1.038,0.01,0.001
1781160901,40,9.842,1.0,0.0117,0.001252
1781160961,26,9.563,1.0,0.0118,0.001087
1781161261,-43,9.122,1.608,0.0115,0.001433
1781161681,-29,10.82,45.932,1730866162.4566,873192066.203998
1781162581,42,14.953,11.658,0.5628,0.284874
1781163541,-33,14.088,1.148,0.01,0.001026
1781163601,3,13.892,1.0,0.01,0.001
1781163661,-49,13.645,1.0,0.01,0.001
1781163841,0,12.847,1.348,0.01,0.001
1781163961,-58,12.4,1.055,0.0106,0.001115
1781164021,-20,12.17,1.0,0.0103,0.001
1781164141,17,12.16,1.297,0.01,0.001069
1781164321,65,12.093,8.047,0.2113,0.082053
1781165101,63,20.162,1.643,0.01,0.001
1781165281,-46,15.88,1.394,0.01,0.001
1781165581,79,11.812,1.0,0.0109,0.001
1781165761,48,11.735,10.406,0.6858,0.27589
1781166001,53,132.583,4105.56,6.081751188465872e+87,2.147552133371271e+87
1781166181,76,182.423,1824.006,5.868043563446664e+27,2.661244632375842e+27
1781166421,44,191.97,12.577,0.2213,0.01926
1781166541,-53,117.15,7.646,0.0159,0.001258
1781166841,44,30.035,2.467,0.0183,0.001656
1781166901,13,23.93,1.955,0.01,0.001042
1781167081,-26,13.788,1.216,0.0126,0.00117
1781167141,58,11.957,1.051,0.01,0.001
1781167441,-46,8.602,1.0,0.0115,0.001231
1781167501,45,8.34,1.0,0.01,0.001155
1781167561,50,8.205,1.0,0.01,0.001362
1781168041,25,7.437,1.0,0.01,0.001247
1781168161,12,7.26,1.0,0.01,0.001275
1781168641,-35,7.143,1.0,0.01,0.001185
1781168821,53,7.152,4.723,0.1088,0.040978
1781169061,67,7.213,1.619,0.0117,0.002225
1781169481,23,7.402,2.58,0.0114,0.003117
1781169721,55,7.252,1.0,0.0109,0.001815
1781170381,28,6.573,1.149,0.01,0.00145
1781171041,-27,6.687,1.989,0.0101,0.002069
1781171221,12,6.527,1.0,0.01,0.001027
1781171401,-23,6.373,1.0,0.0143,0.001638
1781171941,58,6.037,1.0,0.01,0.001758
1781172121,-27,5.962,4.396,0.0619,0.0262
1781172301,30,5.957,6.241,0.801,0.47344
1781172421,17,6.113,1.0,0.01,0.001287
1781173621,22,5.76,1.0,0.01,0.001512
1781173981,32,5.562,2.221,0.01,0.003038
1781174221,54,5.897,10.346,130.8766,50.121214
1781174641,9,6.492,1.04,0.01,0.001315
1781175061,51,6.265,1.0,0.011,0.001403
1781175661,65,6.547,3.457,0.0386,0.015241
1781176201,71,6.24,1.0,0.01,0.001193
1781176321,-34,6.277,1.0,0.01,0.001339
1781176621,41,6.243,1.808,0.01,0.001835
1781177221,26,17.055,196.546,4.985948099327983e+30,1.3589042138491505e+30
1781177281,7,18.717,141.771,2.546238665778329e+19,7.773817521438849e+18
1781177881,-47,15.757,1.337,0.01,0.001115
1781178001,-29,13.533,1.0,0.01,0.001
1781178121,60,11.862,1.0,0.0126,0.00116
1781178481,-44,9.273,1.0,0.01,0.001
1781178901,23,7.943,1.0,0.0128,0.001417
1781179141,-54,7.401,1.0,0.01,0.001337
1781179261,64,7.175,1.0,0.0119,0.001685
1781179441,14,7.027,1.0,0.0118,0.001338
1781180221,-31,6.175,1.0,0.0106,0.001489
1781180701,12,6.008,5.369,0.1673,0.085604
1781181361,43,5.55,1.0,0.0102,0.00136
1781181481,-24,5.448,1.0,0.01,0.001675
1781181541,76,5.368,2.305,0.01,0.002345
1781181661,48,5.418,1.0,0.01,0.001411
1781182261,-12,5.383,1.06,0.01,0.001777
1781182321,15,5.347,1.354,0.0112,0.001684
1781182381,32,5.433,2.685,0.0228,0.005852
1781182501,49,5.363,1.0,0.01,0.001107
1781182621,60,5.3,1.0,0.01,0.001336
1781182741,25,5.235,1.0,0.01,0.001501
1781182801,1,5.228,1.0,0.01,0.001167
1781183641,49,5.625,1.041,0.01,0.001485
1781183761,-29,5.728,3.249,0.0158,0.005012
1781184061,-22,5.675,1.0,0.01,0.001507
1781184241,-43,5.528,1.0,0.0122,0.00188
1781184961,-31,5.052,1.0,0.0112,0.002149
1781186401,3,5.213,14.521,47809.5115,20674.245999
1781186461,29,5.355,20.081,40023178.5008,18174696.716246
1781186581,-31,5.565,13.954,6135.2321,2816.216066
1781186701,-47,5.803,9.088,5.6671,3.238924
1781186821,64,5.9,1.0,0.01,0.001251
1781186881,77,5.865,1.0,0.01,0.001012
1781187001,46,5.88,1.0,0.01,0.001851
1781189161,21,5.003,20.413,254063064.9981,150709224.487841
1781189221,-21,5.313,28.665,1050256793177.1543,410879530345.2221
1781189761,56,7.957,1.0,0.01,0.001122
1781189881,65,7.732,1.0,0.01,0.001
1781189941,60,7.425,1.0,0.01,0.001169
1781190301,70,5.495,1.0,0.01,0.001563
1781190361,45,5.392,1.0,0.0155,0.001701
1781190481,43,5.267,1.255,0.01,0.001529
1781191501,-13,8.913,1.0,0.0121,0.001528
1781192101,-11,6.843,1.0,0.01,0.001
1781192401,40,6.413,5.924,0.556,0.304129
1781193121,55,6.345,1.0,0.0101,0.001215
1781193181,23,6.258,1.0,0.01,0.001273
1781193721,25,6.028,3.846,0.0429,0.019658
1781193781,-39,5.995,1.0,0.01,0.001257
1781194021,-2,5.96,1.0,0.01,0.001309
1781194081,12,5.847,1.0,0.0114,0.001433
1781194141,74,5.755,1.0,0.0101,0.001256
1781194741,40,6.452,33.413,732780887099.8274,371051975078.15466
1781195701,27,11.198,1.033,0.0109,0.001166
1781195821,3,10.83,1.0,0.01,0.001
1781195881,25,10.742,1.0,0.0104,0.001157
1781196061,-48,9.89,1.0,0.0102,0.001236
1781196421,-13,8.057,1.0,0.01,0.001
1781196481,35,7.772,1.0,0.01,0.001347
1781196661,37,7.195,1.0,0.01,0.001068
1781196841,-15,7.193,5.622,0.0746,0.020719
1781197081,-40,7.797,23.321,140791.8602,70378.121939
1781197441,-23,11.073,79.396,3.469616125266921e+17,1.5905607102810016e+17
1781197801,63,16.32,47.723,971289.4645,491733.369068
1781197921,37,17.092,1.299,0.01,0.001
1781198221,-19,12.585,1.0,0.01,0.001
1781198281,64,11.558,1.0,0.0113,0.001309
1781198401,64,9.613,1.0,0.01,0.001026
1781198581,29,7.383,1.0,0.01,0.001585
1781198641,34,6.915,1.0,0.01,0.001
1781199001,-29,5.875,1.0,0.0108,0.001456
1781199841,-47,5.968,1.0,0.0108,0.001387
1781200981,11,5.267,1.0,0.0142,0.002211
1781201641,-7,7.443,6.7,0.2752,0.090807
1781202001,-54,7.128,1.0,0.01,0.001294
1781202241,-36,6.515,1.0,0.01,0.001227
1781202721,31,5.903,12.566,719.1967,384.241251
1781202781,64,6.042,14.633,8942.0237,3663.842284
1781203321,67,7.433,1.0,0.01,0.00101
1781203381,26,7.31,1.0,0.01,0.00105
1781203441,66,6.962,1.0,0.0108,0.001342
1781203501,33,6.673,1.0,0.01,0.001598
1781203561,-16,6.412,1.0,0.0112,0.001126
1781203741,23,5.665,1.0,0.0123,0.00132
1781205541,66,5.308,4.839,0.2939,0.138851
1781206021,-29,5.447,1.0,0.0135,0.001871
1781206081,75,5.43,1.0,0.01,0.001286
1781206141,49,5.405,1.0,0.0146,0.002033
1781206321,24,5.458,1.0,0.0119,0.002064
1781206441,1,5.4,1.0,0.012,0.001614
1781206501,13,5.487,9.669,85.7409,38.323091
1781206801,8,6.533,19.511,264191.3506,136183.959573
1781207461,39,6.132,4.472,0.1231,0.061811
1781207821,31,6.833,17.078,18912.7703,8185.536366
1781208061,66,8.998,62.305,8.748375662037216e+16,3.168244363121032e+16
1781208121,56,9.967,70.052,2.5771963654973926e+17,1.2430151317078795e+17
1781208661,-23,17.757,14.907,0.6142,0.281753
1781208721,28,17.79,2.876,0.0127,0.001667
1781209021,57,16.347,1.525,0.0119,0.001253
1781209141,-50,15.395,1.169,0.01,0.001028
1781209621,-32,14.37,15.818,1.6415,0.837065
1781209861,-24,13.585,1.273,0.0115,0.001041
1781209981,6,12.55,1.0,0.01,0.001108
1781210101,-30,11.39,1.0,0.0122,0.001
1781210161,-6,10.877,1.0,0.0131,0.001095
1781210401,5,9.308,1.0,0.0113,0.001215
1781210461,61,9.128,1.0,0.0108,0.001033
1781210701,16,8.582,1.0,0.0104,0.001091
1781211181,-47,8.062,7.975,0.2278,0.129412
1781211421,-28,8.232,2.649,0.01,0.001932
1781211481,-22,8.175,1.0,0.0135,0.001563
1781211601,36,7.977,1.0,0.0125,0.00112
1781211961,52,7.172,5.995,0.3461,0.158076
1781212321,4,8.857,46.511,1206885061557.2437,542867035571.45844
1781212441,36,9.747,42.469,7605595550.1726,3027558311.611992
1781212561,34,10.53,35.724,7693962.7581,3569139.767704
1781212981,61,12.295,17.794,47.4035,21.220116
1781213221,-38,13.343,26.766,689.0807,426.213442
1781213281,48,14.197,63.743,11336257675.2968,4800901042.970119
1781213401,0,17.07,107.837,4532468963181116.0,2047465462126887.0
1781213581,-9,20.393,125.8,1581020499480704.2,599297240838688.9
1781214001,12,20.493,1.737,0.0104,0.001
1781214601,-11,15.17,1.177,0.012,0.001
1781214841,45,14.003,1.0,0.0118,0.001049
1781215141,20,13.352,1.0,0.0105,0.001081
1781215741,69,20.402,134.787,5.04207437108575e+16,1.85867651860848e+16
1781215801,28,21.838,114.132,4931591112575.227,1990444361533.9553
1781215921,25,24.787,75.951,2876176.6066,1586521.021996
1781215981,50,25.875,100.704,1291708022.2584,463909899.447666
1781216581,34,24.03,1.748,0.01,0.001
1781216701,-52,22.482,1.68,0.0111,0.001109
1781216761,18,21.663,1.754,0.0101,0.001
1781216881,33,19.987,1.106,0.0142,0.001107
1781217001,-50,18.48,1.34,0.0125,0.001074
1781217121,-14,17.15,1.584,0.0104,0.001053
1781217241,-27,16.168,1.292,0.01,0.001
1781217301,39,15.723,1.522,0.0107,0.001
1781217361,-54,15.39,1.251,0.01,0.001
1781217421,20,14.952,1.323,0.01,0.001
1781218081,30,10.288,1.0,0.0121,0.001237
1781218141,12,9.823,1.0,0.01,0.001
1781218261,42,9.12,1.0,0.0124,0.001846
1781218321,52,8.758,1.0,0.0116,0.001078
1781218681,44,7.723,1.0,0.01,0.001235
1781218921,6,7.807,10.877,8.4748,3.70041
1781219101,26,7.823,1.0,0.0119,0.001375
1781219341,-25,7.435,1.0,0.01,0.001065
1781219701,57,6.265,1.0,0.0124,0.002253
1781220901,37,6.525,53.246,2.4321392241058637e+20,9.329812369468272e+19
1781221021,-30,7.687,55.916,4.1793025043805894e+17,2.2264831859712186e+17
1781221261,-53,9.775,34.955,6867363.194,2848394.976404
1781221381,-23,11.087,39.72,20253840.9473,11505277.928701
1781221621,-5,14.463,110.603,2.018023165925767e+19,8.424124384167004e+18
1781222221,-29,17.278,1.651,0.01,0.001188
1781222341,11,16.565,1.36,0.012,0.001
1781222701,-18,13.59,1.0,0.01,0.001
1781222761,54,13.16,1.067,0.01,0.001
1781222941,43,11.822,1.0,0.01,0.001025
1781223121,50,10.618,1.0,0.0131,0.001314
1781223481,19,9.062,1.0,0.01,0.001
1781223781,45,8.173,1.0,0.01,0.001109
1781224201,37,7.062,1.0,0.01,0.001354
1781224261,49,6.892,1.0,0.01,0.001323
1781224321,-29,6.84,1.0,0.01,0.001
1781224561,59,6.357,1.0,0.01,0.001146
1781225041,53,5.257,1.0,0.0126,0.001921
1781225821,-23,5.237,1.0,0.01,0.00189
1781226061,72,5.127,1.0,0.0111,0.001404
1781226661,2,5.19,12.269,2432.4608,966.88261
1781226961,-35,6.07,18.553,215517.9629,79127.817459
1781227081,-42,6.253,3.47,0.0106,0.003431
1781227321,77,6.013,1.0,0.013,0.001377
1781227501,-46,5.493,1.0,0.0109,0.001396
1781230201,66,96.555,84.357,6.4221,2.901142
1781230261,8,98.637,8.375,0.0584,0.005948
1781230441,41,73.05,3.978,0.0507,0.004484
1781230861,47,20.21,140.743,6.576625988204673e+17,3.8568693331589946e+17
1781230921,58,22.232,268.223,3.3841878290313915e+32,1.3729787906511821e+32
1781231281,-11,40.225,207.952,4923211441738.665,1798102638538.4202
1781231941,-9,30.293,2.553,0.0134,0.001242
1781232241,55,24.807,2.04,0.0163,0.001638
1781232661,17,19.702,1.951,0.01,0.001
1781232961,-4,14.952,1.0,0.01,0.001
1781233261,38,11.918,1.074,0.0129,0.001055
1781233381,-8,11.365,1.0,0.0105,0.001
1781233501,26,10.953,1.0,0.0112,0.001093
1781233681,10,10.33,1.0,0.01,0.001
1781233861,-35,9.768,1.0,0.0135,0.001081
1781234101,-23,8.987,1.0,0.0114,0.0017
1781234341,74,8.278,1.0,0.01,0.001
1781234401,-58,7.988,1.0,0.01,0.001143
1781234941,-25,7.26,1.0,0.0133,0.001582
1781235001,74,7.332,1.0,0.01,0.001255
1781235121,-60,7.307,1.0,0.01,0.001035
1781235301,69,7.285,4.328,0.0436,0.017397
1781235421,0,7.34,6.365,0.229,0.101594
1781236081,-26,7.392,9.985,2.9327,1.675523
1781236621,-12,8.337,1.0,0.01,0.001
1781253841,-12,5.037,4.969,0.2363,0.121051
1781261161,-16,5.433,20.958,40129681.0567,16049005.992933
1781266201,0,8.743,130.271,4.866191889063412e+39,2.0655049082744802e+39
1781266441,46,11.505,22.339,853.09,338.392265
1781266621,18,11.005,1.0,0.01,0.001037
1781266681,75,9.91,1.0,0.011,0.001185
1781273701,29,6.195,3.007,0.0189,0.006003
1781273761,77,6.19,6.408,0.9039,0.352567
1781273821,40,6.165,6.554,0.7924,0.398044
1781274241,-42,6.365,1.0,0.01,0.001161
1781275081,-19,7.557,40.876,2327438665007.95,1188422025261.749
1781275261,12,8.953,52.258,71858509611215.33,41097315788031.13
1781275381,18,9.85,26.294,46100.1475,18228.587873
1781275441,-10,10.06,16.715,52.9903,25.386953
1781275981,-52,9.168,1.0,0.0104,0.001336
1781276041,42,8.985,1.0,0.013,0.001514
1781276341,74,8.622,1.0,0.0108,0.001
1781276401,-17,8.567,1.0,0.0137,0.001581
1781276881,43,8.123,3.106,0.0159,0.003144
1781276941,72,8.152,9.636,3.3785,1.437451
1781277061,14,8.152,6.442,0.1847,0.07071
1781277241,-54,7.908,1.0,0.0114,0.001107
1781277481,-44,7.328,1.0,0.0115,0.001276
1781277601,48,6.965,1.0,0.01,0.001162
1781277661,24,6.822,1.0,0.01,0.001042
1781278141,43,6.52,1.0,0.01,0.001124
1781278921,-8,7.152,8.126,1.0793,0.497072
1781278981,0,7.303,8.844,2.163,0.873294
1781279341,3,8.402,17.042,617.5882,350.861894
1781279521,32,9.025,10.698,3.4777,1.557393
1781279701,48,9.463,10.526,3.1135,1.675682
1781279821,-11,9.72,13.937,11.6557,6.029299
1781280421,44,13.712,46.651,19744473.6191,9612754.997542
1781281801,-28,15.79,1.306,0.01,0.001049
1781281921,73,15.377,1.176,0.01,0.001
1781282041,-33,15.09,1.333,0.0113,0.001116
1781282821,-20,13.588,1.0,0.01,0.001139
1781283121,56,13.282,1.34,0.01,0.001232
1781283481,73,12.798,1.0,0.0115,0.001002
1781283661,-44,12.948,6.833,0.025,0.007329
1781283841,77,13.325,15.513,4.7115,2.368379
1781284201,-26,13.883,7.594,0.0381,0.010161
1781284261,28,13.988,2.987,0.01,0.001686
1781284381,22,13.948,1.031,0.01,0.001
1781284501,-51,13.845,1.207,0.0122,0.001
1781284681,19,13.45,1.116,0.0119,0.001095
1781284801,49,13.397,1.118,0.0115,0.001
1781284981,29,13.622,16.382,8.5119,3.923955
1781285041,49,13.727,11.308,0.6523,0.285525
1781285101,-46,13.843,12.604,0.3394,0.125522
1781285221,-29,14.083,17.678,2.7939,1.502555
1781285581,-58,13.66,1.0,0.0112,0.001
1781285701,30,13.077,1.0,0.01,0.001
1781285821,78,12.452,1.027,0.01,0.001
1781285881,-53,12.213,1.019,0.0147,0.001407
1781286061,51,11.425,1.0,0.0105,0.001
1781286481,-60,10.028,1.0,0.01,0.001
1781287381,-16,9.583,1.0,0.0106,0.001
1781287741,13,8.692,1.0,0.0116,0.001526
1781287921,-57,8.275,1.0,0.0144,0.001324
1781288101,-1,7.79,1.0,0.0103,0.001191
1781288461,-27,8.255,32.998,160635549.6514,74295024.170773
1781288641,-37,8.57,15.004,54.7317,24.71774
1781288821,-59,8.643,1.0,0.01,0.00104
1781288941,42,8.333,1.0,0.0108,0.001
1781289661,-56,7.368,6.303,0.0303,0.014298
1781289841,73,7.957,26.811,5989870.2245,3242657.488147
1781290261,-46,11.573,40.989,8628982.6017,4030541.872595
1781290381,77,12.977,70.912,12860389232688.848,6009913219368.535
1781291221,46,31.113,102.693,30502892.7319,13823110.496791
1781291761,58,37.533,16.706,0.3281,0.104624
1781292061,-4,39.618,45.256,19.7724,8.412132
1781292661,-43,42.087,21.802,0.1614,0.049884
1781292841,-60,41.938,3.275,0.0111,0.001282
1781292961,-58,41.623,4.088,0.01,0.001131
1781293261,-32,38.887,3.736,0.01,0.001
1781293441,-16,37.317,2.299,0.01,0.001
1781293561,-30,35.965,2.524,0.01,0.001
1781294461,60,29.022,2.618,0.0219,0.001956
1781294581,-13,28.59,2.932,0.0102,0.001093
1781294701,-6,28.59,2.081,0.0107,0.001
1781294761,-8,28.367,2.381,0.0106,0.001003
1781295181,17,24.963,2.016,0.0109,0.001
1781295301,-31,23.753,1.557,0.01,0.001
1781295781,63,21.107,1.711,0.0104,0.001
1781295841,-10,21.227,7.54,0.0406,0.010197
1781295961,51,21.143,1.371,0.01,0.001
1781296801,3,18.913,4.535,0.0147,0.00281
1781296861,42,19.085,2.963,0.0206,0.002386
1781297101,-21,19.273,8.233,0.0332,0.007616
1781297161,3,19.153,1.996,0.01,0.001
1781297581,60,17.942,1.386,0.0108,0.001
1781297941,-17,16.745,1.249,0.0105,0.001
1781298181,-46,16.855,9.939,0.0555,0.016115
1781298241,-55,16.846,12.581,0.1013,0.045951
1781298601,32,16.46,1.222,0.01,0.001
1781298661,44,16.298,1.403,0.0142,0.001289
1781299021,73,15.762,11.424,0.4375,0.175973
1781299081,60,15.85,14.693,1.8106,0.931187
1781299141,61,15.91,19.213,15.8669,7.097886
1781299261,47,16.015,14.355,0.4863,0.219086
1781299381,-51,16.292,1.24,0.01,0.001
1781299501,46,16.252,1.029,0.01,0.001
1781299741,-28,15.358,1.376,0.01,0.001
1781300161,-23,14.458,14.146,1.112,0.492783
1781300941,-21,17.255,1.706,0.0117,0.001301
1781301301,-1,17.99,29.599,114.4689,63.591263
1781302621,14,21.01,2.355,0.01,0.001
1781303821,-26,17.428,1.572,0.01,0.001
1781303941,-57,17.05,2.01,0.011,0.00117
1781304121,-4,16.668,1.399,0.0127,0.001
1781304601,-52,14.92,1.306,0.0101,0.001041
1781304661,79,14.972,1.171,0.01,0.001
1781304721,-4,14.905,3.12,0.0133,0.001762
1781304781,28,15.067,6.306,0.0414,0.010989
1781304961,-24,15.443,14.782,0.9496,0.444081
1781305561,51,20.632,51.07,70698.1641,38395.051657
1781305741,74,21.778,8.552,0.1063,0.025088
1781305861,12,21.822,1.789,0.0109,0.001215
1781306581,1,18.035,1.414,0.01,0.001
1781306821,12,17.193,1.325,0.01,0.001
1781306881,35,17.018,1.694,0.01,0.001
1781307241,-46,14.61,1.0,0.0107,0.001
1781308141,-32,8.88,1.0,0.01,0.001055
1781308801,-41,7.484,1.0,0.01,0.001142
1781308981,63,7.367,1.474,0.0121,0.001361
1781309041,-6,7.348,1.0,0.0102,0.001
1781309881,28,5.352,1.0,0.0107,0.001306
1781312161,50,5.393,24.744,9449091607.6405,5066235830.925511
1781312641,-27,6.655,1.0,0.0119,0.001387
1781313361,31,6.337,1.0,0.01,0.001332
1781313481,22,5.59,1.0,0.0109,0.001555
1781313781,-41,5.065,1.092,0.011,0.001521
1781314021,68,5.117,1.0,0.0109,0.001481
1781314081,69,5.085,1.0,0.0108,0.001976
1781315581,10,5.818,5.85,0.458,0.11707
1781315641,-1,6.092,14.662,4306.9386,1992.811298
1781315941,-45,10.26,98.826,2.61745096303309e+24,7.594000763621113e+23
1781316181,17,15.458,82.105,3988889281355.572,1788373119700.5938
1781316601,27,32.687,242.496,1.4993068560956203e+19,6.541754517470971e+18
1781317081,-33,34.942,3.195,0.0122,0.001384
1781317201,45,31.983,2.721,0.0166,0.001727
1781317441,54,27.417,2.282,0.0122,0.001338
1781318401,58,17.193,1.173,0.0123,0.001115
1781318701,78,14.91,1.316,0.0117,0.001228
1781318761,17,14.753,5.668,0.0344,0.009503
1781319301,-13,14.342,1.138,0.01,0.001
1781319481,66,13.07,1.039,0.01,0.001
1781319721,35,10.628,1.056,0.01,0.001016
1781320081,-50,7.272,1.0,0.01,0.001256
1781320261,40,6.248,1.0,0.0103,0.001415
1781325001,62,5.008,1.293,0.01,0.001891
1781329501,57,5.372,1.153,0.0131,0.001979
1781329681,0,5.962,31.204,327333166290.9952,160088188157.34427
1781330701,22,5.598,1.0,0.0103,0.001193
1781330761,66,5.562,1.0,0.01,0.001253
1781331421,56,5.227,1.0,0.0133,0.001518
1781332261,54,5.072,1.0,0.012,0.001948
1781332381,0,5.008,1.0,0.01,0.001512
1781332561,8,5.16,15.428,135686.8783,53893.99598
1781332681,3,5.687,26.137,8198013323.3631,3270878542.154052
1781332981,-45,8.838,93.92,1.0930499692721828e+27,6.259101812006031e+26
1781333161,-17,11.517,85.38,2.398012920553841e+18,8.980098221173146e+17
1781333461,22,13.315,1.261,0.01,0.001098
1781333521,45,13.018,1.176,0.0103,0.001104
1781333941,-3,11.157,32.114,205020.6935,98281.974116
1781334361,-46,13.163,1.002,0.0102,0.001
1781334661,-26,10.997,1.0,0.01,0.001
1781335681,53,6.402,1.0,0.0109,0.001428
1781335741,43,6.283,1.0,0.01,0.00144
1781335921,66,5.837,1.0,0.01,0.001101
1781336641,58,5.222,1.0,0.01,0.001195
1781338501,-13,5.287,37.199,5.363104003340447e+16,2.670495331383334e+16
1781339221,41,8.46,1.0,0.0101,0.001
1781339521,-58,6.515,1.0,0.01,0.001371
1781339761,38,6.238,13.019,698.0449,351.647949
1781339821,-16,6.407,22.856,4789210.6513,2259644.75003
1781339881,2,6.635,32.648,61208286275.4329,22155258464.713543
1781340301,-7,7.987,1.0,0.011,0.001
1781340361,-52,7.96,1.0,0.01,0.001264
1781340661,-4,6.773,1.0,0.0102,0.001472
1781340901,-12,5.887,1.0,0.01,0.001249
1781341081,70,5.497,1.0,0.01,0.001343
1781341261,35,5.372,1.0,0.01,0.001259
1781341381,-52,5.367,1.589,0.01,0.001869
1781341921,1,6.012,3.725,0.04,0.013321
1781341981,21,6.018,1.0,0.0108,0.00132
1781342161,-29,5.695,1.0,0.0102,0.001393
1781342221,49,5.63,1.0,0.0109,0.001845
1781343421,39,5.998,1.0,0.01,0.001097
1781343481,-51,6.102,1.0,0.01,0.001703
1781344261,-31,6.897,1.0,0.01,0.00113
1781344501,35,5.568,1.0,0.0102,0.001825
1781344681,74,5.543,3.169,0.0349,0.012814
1781344801,28,5.628,5.836,0.7041,0.269536
1781345221,-14,6.225,3.418,0.0223,0.008738
1781345761,20,6.248,1.0,0.01,0.001145
1781345881,16,6.14,1.0,0.01,0.001109
1781346121,25,5.62,1.0,0.0141,0.002361
1781346241,7,5.385,1.0,0.01,0.001321
1781349301,70,5.182,27.731,1368291624664.0696,587229310510.1053
1781349901,3,6.728,1.0,0.0102,0.001356
1781350021,-31,6.2,1.0,0.01,0.001332
1781350081,-58,6.04,1.0,0.0102,0.001258
1781350141,21,5.973,1.0,0.01,0.001202
1781350621,56,6.21,2.204,0.0103,0.002791
1781350681,-27,6.25,3.734,0.0208,0.006381
1781350921,-27,6.123,1.0,0.0123,0.001898
1781350981,-47,6.01,1.0,0.01,0.001507
1781351041,19,5.942,1.0,0.01,0.001399
1781351101,12,5.868,1.0,0.01,0.001579
1781351341,-22,5.525,1.588,0.0106,0.002194
1781351761,28,5.272,1.0,0.01,0.001005
1781351821,-5,5.227,1.0,0.01,0.001435
1781351941,-2,5.105,1.0,0.01,0.00119
1781352001,-34,5.037,1.0,0.0129,0.001521
1781352061,66,5.043,1.0,0.0118,0.001824
1781352121,-2,5.035,3.535,0.0664,0.035637
1781353021,-34,7.274,4.874,0.0372,0.018485
1781353081,2,7.239,1.0,0.0106,0.001128
1781353261,35,7.095,1.0,0.01,0.001
1781353321,65,7.025,1.0,0.01,0.001167
1781353561,36,6.703,1.0,0.01,0.00106
1781353741,47,6.348,1.0,0.01,0.00122
1781354221,48,7.545,58.647,3.0695584771444863e+19,1.197724757736046e+19
1781354521,77,14.752,211.694,4.242543754676894e+38,1.8814306938994414e+38
